tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,st_tmag,st_dist,st_teff,st_logg,st_rad
non-candidate,2459327.096,4.5300175,5.331,35800,12.1229,1938.67,9046,4.33,1.23434
candidate,2459320.535,10.9506335,2.635,1820,11.4005,116.69,4530,4.56,0.73
candidate,2459327.067,4.1414861,2.573,7770,12.3411,780.12,6920,4.33,1.23434
candidate,2459990.864,2.6337971,2.591,4790,12.928,365.008,3946.9,4.33,1.23434
candidate,2459564.484,9.3096136,2.171,11570,12.4641,314.298,5229,4.33,0.93
candidate,2459092.739,6.15733,2.7071868,12845.01149,12.4154,345.288,5329,4.33,1.23434
candidate,2459331.296,6.3272169,3.667,8060,13.0037,365.008,4580.9,4.33,1.23434
candidate,2459331.05,2.7499877,3.84,15480,11.9519,1082.78,10146,4.36,1.77
candidate,2459331.27,4.4163989,1.81,7110,12.8017,449.139,6273,4.59,0.93
candidate,2459325.461,4.3653308,3.456,8090,12.9661,989.462,7109,4.24,1.57
candidate,2459327.804,2.8396238,2.391,10100,12.5612,707.151,5915.3,4.33,1.16
candidate,2459326.634,4.2839945,3.08,9440,13.0517,536.222,6022,4.46,1.03
candidate,2459325.616,4.4282303,2.577,17180,13.151,277.823,5800.55,4.33,1.23434
candidate,2460041.535,1.3683875,1.357,8410,12.99,347.415,5000,4.33,0.89
candidate,2460015.104,4.7323433,4.1038025,15681.82337,11.315,401.011,6438,4.29,1.35252
candidate,2459330.065,2.5543095,2.239,18680,12.5869,444.736,5990,4.53,0.95
candidate,2459090.953,4.2695675,3.7002918,8610.388642,12.4191,557.751,5798,4.22,1.3043
candidate,2459330.083,3.2907468,2.309,15760,13.1472,697.681,6229,4.45,1.08
candidate,2459301.392,4.0467915,3.979,5180,13.2285,1121.79,5933,3.96,1.79
candidate,2459329.106,3.8769776,4.526,2760,12.7544,744.917,5569.2,4.33,1.23434
candidate,2459303.206,4.3437796,2.774,7750,12.842,730.225,6513,4.32,1.32
candidate,2458588.299,10.3069451,2.599,6340,12.6304,365.008,4445,4.33,1.23434
candidate,2459329.83,5.3332571,3.102,2020,11.6814,354.09,6068,4.41,1.1
candidate,2459331.915,1.485163,1.789,4490,11.8817,288.3,5506.2,4.33,1.28
candidate,2459330.174,4.7343852,4.468,12440,12.477,650.592,5776,4.05,1.6
candidate,2459331.224,6.900352,2.452,10420,13.1948,410.81,5205.8,4.53,0.85
non-candidate,2459327.889,2.8831285,3.53,26290,12.483,365.008,5800.55,4.33,1.77
candidate,2459469.021,0.7962992,0.997,23170,12.9517,232.861,4062.7,4.61,0.95
non-candidate,2459331.224,0.7428708,1.112,4970,13.0326,572.747,5635.9,4.35,1.11
candidate,2458591.976,4.640636,2.984,15710,14.6574,726.621,4539,4.27,1.02
candidate,2459576.217,4.2842284,1.497,11830,12.5042,384.707,4911,4.19,1.19
candidate,2458591.779,3.1339232,4.029,6230,13.2725,1394.86,5980.5,4.33,1.23434
candidate,2459331.608,4.407111,2.134,9140,11.6001,304.599,5478,4.27,1.18
candidate,2459327.016,2.7961137,1.604,5500,12.5831,550.038,6455,4.51,1.06
candidate,2460014.722,1.6484941,2.0820857,3523.467382,12.4173,713.76,6316,4.14,1.5764199
candidate,2459332.173,3.2689953,2.931,15890,13.4259,787.785,5552,4.19,1.32
candidate,2458594.48,3.8098324,3.881,3250,11.4553,423.105,5406,3.91,1.78
candidate,2459289.298,8.907516,3.522,8610,13.0462,971.254,6407,4.2,1.49
candidate,2459090.6,3.541231,2.4849489,5029.736872,12.2607,506.715,5755,4.23,1.28259
candidate,2458588.106,7.0235956,4.739,5630,13.0772,763.939,6276,4.33,1.23434
candidate,2459304.265,5.5167527,4.288,13410,13.1194,1180.61,6296,4.01,1.81
non-candidate,2459356.523,6.1836286,2.573,9990,12.123,520.156,6504,4.34,1.29
candidate,2459359.166,1.8703411,2.134,9570,11.099,450.78,6368,4.08,1.7
candidate,2459388.23,2.2545904,0.977,5980,12.6177,486.768,5567,4.23,1.25
candidate,2459358.443,6.7565519,3.442,5200,12.8296,802.611,5972,4.05,1.64
candidate,2459386.794,1.8246123,1.835,16080,13.2585,693.951,5655,4.15,1.39
candidate,2459357.946,3.606557,1.878,9930,11.342,308.901,5775.3,4.25,1.26
candidate,2459386.588,2.3155132,0.649,1520,11.9346,444.507,6011,4.16,1.45
candidate,2459358.079,2.3348152,1.861,5310,10.9198,321.683,5949.1,4.12,1.51
non-candidate,2458354.543,3.2615,2.233,1652.28,11.3018,304.942,5963,3.41,1.13
candidate,2460041.173,0.4415174,1.7224979,3910.452354,13.5606,1511.72,5117,4.33,2.9223199
candidate,2459357.047,2.6274574,2.31,21660,13.1643,764.831,6148,4.33,1.23
candidate,2459385.111,2.2664085,2.63,10240,13.1311,715.396,6107,4.29,1.27
candidate,2459388.723,4.0902788,3.584,5060,11.938,630.243,6130,3.92,1.95
candidate,2458649.589,2.2308431,2.969,10950,13.3397,1245.7,6386,3.88,2.14
candidate,2459357.945,3.7065603,1.98,15010,11.0994,221.673,5632,4.41,1.03
candidate,2459388.272,2.6841894,2.836,29670,12.7666,572.389,5914,4.33,1.17
candidate,2460069.639,1.8823821,3.1478726,21038.612,11.528,365.008,5800.55,4.33,1.23434
candidate,2458623.064,2.8740048,1.592,25890,13.5117,260.826,4270.3,4.57,0.74
candidate,2459354.841,3.9628496,2.844,4480,11.9118,488.081,5449,4.24,1.43
candidate,2458355.595,10.18108,3.674,1190,11.1741,131.567,4822,4.55,0.78
candidate,2459386.579,3.0932735,2.937,10900,13.0885,1010.18,5800.55,4.33,1.23434
candidate,2459382.058,4.4338805,3.93,9180,12.4712,678.463,6695,4.32,1.37
candidate,2459360.085,1.1536561,2.51,40190,13.229,1517.54,5800.55,4.33,1.23434
candidate,2459354.834,2.9902369,3.042,6460,12.048,365.008,5800.55,4.33,17.34
candidate,2459383.264,3.7724947,2.199,9180,13.1885,775.951,6623,4.33,1.33
candidate,2459382.329,3.5505931,2.713,15700,12.1258,283.803,4803,4.07,1.34
non-candidate,2458650.906,3.5506084,2.706,16040,12.2077,280.355,5083,4.26,1.13
candidate,2459386.393,1.5256634,1.925,16180,13.0237,828.066,5230.5,4.33,1.23434
candidate,2459387.985,4.2814436,0.868,4910,11.681,342.833,5097.8,4.33,1.36
candidate,2459359.711,1.1542402,3.377,15460,13.4841,365.008,4136.6,4.33,1.23434
non-candidate,2459109.392,3.55562,1.838,2610,12.4245,551.619,5671,4.19,1.34
candidate,2459357.831,5.3430663,5.101,7220,12.0697,872.272,7822,4.04,2.15
candidate,2459358.412,1.7257597,1.375,13880,12.6499,677.678,7235,4.44,1.27
candidate,2459359.018,0.7815064,1.353,8410,13.3551,1195.67,7691,4.42,1.37
non-candidate,2460014.805,1.1216021,1.6434889,3599.106629,11.2789,365.008,3294,4.33,1.23434
candidate,2460014.877,4.0333818,4.414595,13745.29808,12.802,1020.98,6347.3,4.33,1.73
candidate,2459355.282,4.6492201,1.143,7880,11.6104,201.727,5110,4.44,0.93
candidate,2459359.101,0.7463239,1.49,24240,13.2294,445.1,5132,4.34,1.04
candidate,2460043.138,2.8823183,3.6626984,66566.10059,13.6244,365.008,5068.9,4.33,1.23434
candidate,2459329.467,6.8561604,4.32,5540,12.534,935.189,6282,3.92,2.01
candidate,2460068.914,1.4753526,3.29,870,11.2925,428.115,5732,3.93,1.81
candidate,2458365.988,13.32379,2.561,95718.1,13.1186,275.027,4312,4.59,0.84
candidate,2459355.823,3.9712794,2.606,8670,11.9333,567.678,6200,4.09,1.62
candidate,2460041.774,1.4010338,2.22,13310,12.9306,937.758,7014,4.26,1.52
candidate,2460041.73,1.5755252,3.5874714,3712.600918,11.6387,677.547,6560,3.89,2.1970401
candidate,2459357.895,3.0749168,2.67,8540,11.8232,572.474,6782,4.2,1.6
non-candidate,2458623.343,1.7765395,1.258,14020,12.5348,629.894,6394,4.33,1.28
candidate,2460041.976,2.5433707,3.2214112,55256.73337,13.6313,844.49,6748,4.49,1.12503
candidate,2459358.687,1.87502,2.664,21260,12.9852,1011.69,6263,4.33,1.23434
candidate,2459355.199,3.0959309,2.545,14080,12.5526,688.505,6918,4.28,1.47
candidate,2459354.568,5.1745185,2.441,10490,11.7627,326.088,5340,4.14,1.36
candidate,2459325.552,4.4814049,1.689,10170,12.6738,684.827,6232,4.25,1.37
candidate,2459090.204,3.3262977,2.9439229,24223.62808,12.9238,446.344,5391,4.46,0.947585
candidate,2459356.724,1.8923031,1.956,4800,12.4163,694.986,6898.3,4.33,1.23434
candidate,2460041.248,1.5706704,3.3750912,16439.18774,13.5735,811.401,5164.3,4.33,1.23434
candidate,2460043.481,3.0031058,3.4866136,6677.786216,13.5411,1373.41,6212,3.95,1.91287
candidate,2459347.157,8.7719993,4.92,5010,11.569,590.194,6057.7,4.33,1.9
non-candidate,2460041.593,1.1960086,2.35,11770,13.2785,1156.97,7108,4.26,1.55
candidate,2460014.686,1.6546269,3.3211285,24077.15218,13.6512,365.008,7910,4.33,1.23434
candidate,2460015.719,4.7606207,5.9420443,7813.831385,12.6453,546.557,6213,4.37,1.1804399
candidate,2459359.634,2.114655,1.945,24130,12.6967,335.166,5254,4.49,0.89
candidate,2459359.116,2.9331094,3.911,14410,12.0729,1937.21,5800.55,4.33,1.23434
candidate,2459327.566,4.7076648,1.834,16490,12.0974,360.136,5904,4.33,1.18
candidate,2459065.375,3.7463765,1.9560091,18855.63369,13.2316,319.923,4696,4.53,0.775888
candidate,2459359.742,2.0963263,1.217,7200,12.7602,716.553,5809,4.07,1.56
non-candidate,2458617.032,3.5366743,2.697,13180,12.298,455.304,5971,4.37,1.14
candidate,2459357.042,5.0700956,2.763,3570,12.9615,469.912,5641,4.47,0.96
candidate,2459360.251,4.2174286,4.045,7050,12.7414,1085.05,6841,3.93,2.2
candidate,2459358.97,3.6071588,3.947,4270,12.2859,649.368,6071,4.04,1.68
candidate,2459355.304,3.5601365,2.824,4630,11.162,554.954,6762,4.03,1.93
candidate,2460014.45,3.6130857,1.7149191,12550.1377,13.3586,1403.69,7520,4.25,1.63648
candidate,2459359.08,2.0084283,2.6,1310,11.1799,1018.11,5438.8,4.3,4.54
candidate,2459359.273,1.5659063,1.169,6810,13.4016,1072.85,6356,4.13,1.6
non-candidate,2458622.189,1.84996,2.954,9350,13.6447,1049.88,6320,4.26,1.37
candidate,2459086.531,0.7135373,0.892,18540,12.7464,182.561,4349.7,4.58,0.74
candidate,2460070.209,2.669856,3.559,6480,13.3066,1679.95,7833,4.1,2
candidate,2459355.804,4.4367891,2.042,4940,12.1441,864.432,6426,3.78,2.42
candidate,2459356.691,2.2350331,3.102,20880,12.882,860.344,7057,4.27,1.51
candidate,2458623.316,2.3019268,2.527,12000,13.6132,1907.31,5322,4.33,1.23434
candidate,2459353.903,3.6179419,4.394,14890,13.3682,293.249,4460,4.4,0.87
candidate,2459360.096,0.6676722,1.117,3440,12.594,1216.73,6842,3.71,2.82
candidate,2459351.787,4.9816829,2.587,11450,12.4383,321.341,5670,4.52,0.91
candidate,2458623.464,2.1972485,2.348,30680,13.5902,1246.7,5146.9,4.33,1.23434
candidate,2459359.017,2.1271199,2.386,14960,12.6029,476.319,5483.2,4.36,1.08
candidate,2459359.835,0.6756067,1.028,3480,13.0904,439.309,5411,4.48,0.92
non-candidate,2458354.276,1.46503,1.145,3162.12,12.3574,379.256,5912.5,4.36,0.88
candidate,2459356.724,6.3087809,1.535,7450,11.8912,365.008,5267.2,4.33,1.23434
candidate,2460042.55,2.3631898,2.8375698,5219.180932,11.9963,365.008,4883.2,4.33,1.23434
candidate,2459358.004,1.5169786,1.241,2720,12.3574,373.996,5828,4.44,1.02
candidate,2459358.542,4.2442882,4.273,7530,12.5757,813.39,6915,4.25,1.52
candidate,2459353.158,4.0446543,4.735,11170,13.31,1656.76,5172.7,4.33,1.23434
non-candidate,2459359.465,1.2361087,1.139,19760,13.364,365.008,4313.2,4.33,0.59
candidate,2459357.915,1.9405161,3.344,5930,12.6265,1095.74,8213,4.16,1.94
candidate,2460070.131,4.0996864,4.806,20570,13.3096,14728.3,5800.55,4.33,1.23434
candidate,2459356.016,2.3577049,3.357,7210,13.3011,964.011,7822,4.42,1.39
candidate,2459358.066,1.3509356,2.636,6060,13.0789,6817.48,4297.6,4.33,1.23434
non-candidate,2458354.272,1.14057,2.188,5009.01,12.8509,380.053,5349.5,4.44,0.84
candidate,2459359.909,2.2364485,2.49,17380,12.7521,709.721,6905,4.26,1.51
candidate,2459384.247,3.5949457,2.153,5810,12.4531,622.381,6131,4.24,1.36
candidate,2459353.453,4.1943867,2.977,27860,13.3216,272.762,4515,4.53,0.76
candidate,2459357.53,2.5395579,3.082,24200,13.0427,1181.83,3931.6,4.33,1.23434
candidate,2459355.374,5.7759952,3.594,9030,11.7696,392.044,5992,4.24,1.31
candidate,2459359.495,1.2008331,1.584,5800,12.9273,868.982,5800.55,4.33,1.23434
non-candidate,2459356.241,2.6985136,4.856,13510,13.1235,7186.76,3922.8,4.33,1.23434
non-candidate,2459383.967,3.2136333,1.875,7810,12.3297,522.663,6189.4,4.32,1.25
candidate,2459329.334,3.3704313,4.608,5610,12.885,942.122,5765,3.92,1.85
candidate,2459358.274,3.2969977,3.856,8860,12.8427,1227.81,7108,4.11,1.83
candidate,2459089.946,3.990533,3.4539056,3306.405092,10.7074,277.798,5868.2,4.33,2.76442
non-candidate,2459350.857,7.4316274,3.868,13740,13.2566,3327.99,3505,4.33,1.23434
non-candidate,2459359.599,0.8970184,2.434,12070,13.3733,2275.78,5800.55,4.33,1.23434
candidate,2459359.94,5.6320791,4.728,3600,12.8239,1100.93,6409,3.95,2
candidate,2459358.776,4.633735,5.755,48110,13.2272,2825.07,3905.6,4.33,1.23434
candidate,2459358.053,2.8317721,2.607,12860,13.0791,833.486,6084,4.15,1.48
candidate,2459357.364,9.1509453,3.522,3110,10.7188,365.008,4474,4.33,1.23434
candidate,2460069.345,2.3720554,3.366,4350,13.4461,419.587,4668,4.22,1.11
candidate,2459342.945,8.9522767,4.508,6280,12.6795,528.262,5317.7,4.33,1.23434
candidate,2459358.15,1.8118703,1.368,5510,12.0317,769.274,6222,3.81,2.25
candidate,2459355.167,5.21228,3.863,8950,13.0502,1295.58,8532,4.14,2.06
candidate,2458355.575,2.7723915,1.8223369,5882.019435,13.3547,315.141,4558,4.52,0.775641
candidate,2459357.488,1.8200065,2.059,15750,12.1896,254.27,4994,4.43,0.91
candidate,2460042.804,2.1738256,2.081,2730,11.627,1206.09,7588,3.65,3.28
candidate,2458621.03,3.3898234,1.587,1840,11.3983,825.812,6096,3.5,3.13
candidate,2459331.769,0.9787891,1.754,6770,12.8299,1251.25,6959,3.98,2.09
candidate,2459321.377,10.7012764,4.428,25250,12.5913,655.714,5853.2,4.33,1.17
candidate,2459355.554,2.5926199,1.269,78210,13.2486,72.811,3375,4.85,0.37
non-candidate,2459356.489,2.9098435,1.928,9480,12.9841,717.079,5955,4.24,1.31
candidate,2459357.131,3.0271374,3.7,22110,13.086,1016.11,6678,4.24,1.49
candidate,2458619.089,3.224746,3.621,11350,13.534,365.008,5032,4.33,1.23434
candidate,2460043.084,2.2310803,3.3193427,12565.18816,13.5286,967.034,5905,4.16,1.42673
candidate,2459092.325,5.2848691,4.7725494,27277.09909,13.4081,944.552,6113,4.29,1.2729501
candidate,2459357.914,3.8600722,1.93,16960,12.8713,304.365,5096.5,4.59,0.77
candidate,2459351.726,6.8380862,2.445,34050,11.7754,300.417,5912,4.51,0.96
candidate,2459356.23,3.0001627,2.892,10600,12.3666,676.235,6695,4.27,1.45
candidate,2459359.348,2.0519085,1.778,10320,11.7219,365.008,6386.3,4.33,1.42
candidate,2458620.952,4.6606892,2.863,6370,12.3921,1206.98,8608,3.94,2.6
candidate,2459354.766,2.8977031,4.148,10130,12.6561,881.501,6397,4.1,1.67
candidate,2459351.9,4.319754,2.78,10910,12.2936,486.177,5783,4.26,1.25
candidate,2459350.58,5.3305676,2.887,5820,12.8813,1100.56,6076,3.89,2.01
candidate,2459329.066,3.2782956,3.38,8280,12.6831,576.031,5544,4.19,1.32
candidate,2459360.095,3.2420704,2.535,10600,13.3359,691.946,5570.7,4.26,1.21
candidate,2458357.721,4.36907,1.308,3970,12.004,180.753,4391,4.36,0.9
candidate,2459330.61,3.2806578,2.93,9820,12.0858,410.674,5717,4.3,1.18
candidate,2459357.47,2.0694143,1.768,2900,12.27,728.917,5800.55,4.33,1.23434
candidate,2459352.704,4.3636327,2.407,10410,12.4299,280.347,5042,4.48,0.87
non-candidate,2458619.606,4.3622356,2.645,18670,13.2041,277.718,4486,4.5,0.78
candidate,2459357.816,1.6832809,2.356,12430,13.201,555.221,5286.9,4.33,1.23434
candidate,2459359.363,2.2458338,1.462,10280,13.2494,256.899,4377,4.51,0.76
candidate,2459379.229,6.3096313,2.761,4370,12.5755,426.474,5829,4.5,0.96
non-candidate,2459356.442,2.5336422,2.865,13290,13.2608,761.766,6038,4.22,1.36
candidate,2459360.105,1.227961,1.69,2260,12.6593,365.008,4508,4.33,1.23434
candidate,2459359.44,3.4470312,2.677,15240,12.9104,411.798,5629,4.53,0.9
candidate,2459061.897,0.247325,0.913937,2174.148068,11.7549,462.239,6316,3.75,1.74395
candidate,2459365.448,11.4520097,3.017,1500,12.1225,599.768,6193,4.15,1.52
candidate,2460014.963,0.8831279,1.651686,2068.067488,12.4923,300.141,5151.4,4.51,0.86
candidate,2460018.71,12.8770845,1.9419484,7385.120865,12.0461,404.221,5953,4.39,1.10769
candidate,2460101.904,5.6155837,4.495,2690,11.7593,480.702,5998,4.13,1.51
candidate,2459057.26,3.3133491,3.881,8900,12.6347,867.089,6690,4.21,1.56
candidate,2459060.244,3.3792968,1.196,6680,12.599,637.042,6125.1,4.33,1.23434
candidate,2459383.43,3.7462806,2.078,6670,12.2613,334.472,5737,4.33,1.12
candidate,2460098.317,2.7674682,2.997,5740,12.8058,714.829,5890,4.17,1.41
candidate,2459387.335,1.8641295,1.42,4130,11.9039,272.053,5293,4.38,1.02
candidate,2459385.661,4.132031,1.354,4220,12.839,489.606,5657.6,4.33,0.53
candidate,2459066.817,10.0550764,3.3888241,13107.71414,13.4573,958.071,5960,4.23,1.31971
candidate,2459384.723,6.4751256,2.217,23500,12.2017,365.008,4899.8,4.33,1.23434
candidate,2459052.565,4.1394473,2.94,4070,11.059,365.226,6014.9,4.33,1.96
candidate,2459387.057,3.146714,2.106,7360,13.2598,611.415,5197,4.11,1.37
candidate,2459052.958,4.2955192,2.874,20630,12.3525,396.881,5875,4.51,0.95
candidate,2459056.461,2.9075077,2.92,10020,12.9127,599.012,5709,4.3,1.18
candidate,2459027.741,20.5020769,7.382,17680,13.445,311.738,4511,4.51,0.78
candidate,2459048.054,7.0327412,3.044,17290,12.6919,297.407,5021,4.52,0.83
candidate,2459058.439,1.5265889,1.688,23630,12.7572,273.098,4887,4.57,0.77
candidate,2458680.815,3.2464257,2.082,8430,13.5215,904.752,5729,4.19,1.35
candidate,2460126.929,0.4191451,0.9767422,1898.260865,12.6889,614.459,5430,4.4,1.39542
candidate,2459063.354,4.4781603,1.5774426,4339.834545,12.7703,659.967,6074,4.33,1.20333
candidate,2459054.05,3.8348994,3.138,4600,13.0099,793.087,5849.3,4.08,1.56
candidate,2459052.424,9.3108074,5.27,2860,11.1165,467.976,6243,3.97,1.89
candidate,2459056.307,2.9478339,2.205,5030,11.7212,470.939,6296,4.27,1.35
candidate,2459055.629,3.502221,2.911,13290,12.4005,527.005,5983,4.31,1.21
candidate,2459059.423,0.8102219,0.737,820,11.0125,511.737,6329,3.92,2.03
candidate,2459058.995,2.7022764,2.856,11200,12.6771,614.218,5969,4.17,1.43
candidate,2459060.316,2.0325685,1.312,18260,12.926,312.259,4950,4.49,0.85
candidate,2459055.336,2.7176413,3.285,12100,13.0201,988.609,6567,4.21,1.52
candidate,2459057.731,1.4338615,1.61,31360,13.2956,200.5,3913,4.59,0.67
candidate,2459059.528,1.4259934,1.434,4670,12.8999,915.052,5955,3.99,1.75
candidate,2459090.797,5.7042858,4.061264,940.986289,10.6929,284.388,5560.5,4.01,1.61148
non-candidate,2459059.767,3.910946,3.28,5210,11.3612,369.444,5642,4.07,1.54
candidate,2458672.602,9.0653768,2.062,8550,12.7602,363.935,5302,4.33,0.95
candidate,2460099.805,4.2545208,4.3764889,9168.779167,13.3827,894.68,5674,4.13,1.43536
candidate,2458679.954,2.589659,3.385,7430,13.1675,1270.93,6650,4.1,1.75
candidate,2458680.361,2.5658729,2.425,10050,11.481,286.439,5003,4.33,1.39
candidate,2458676.06,3.4379994,3.855,8370,13.2972,981.113,6193,4.2,1.44
candidate,2458678.205,5.9493696,3.678,10370,12.3726,437.919,5590,4.31,1.15
candidate,2459382.028,3.9349141,4.189,7660,13.0197,900.488,6200,4.1,1.61
candidate,2459388.725,3.0537856,1.731,12440,12.2415,588.129,6103,4.17,1.46
candidate,2458676.816,2.9264345,3.182,7890,13.3888,417.019,5121,4.57,0.8
candidate,2459091.764,4.2794669,2.4641339,17011.27986,12.8696,200.326,4314,4.57,0.703041
candidate,2459381.701,6.6926834,5.96,3180,12.6579,791.797,5918,3.98,1.75
candidate,2459380.942,5.451593,3.628,3490,12.5815,786.257,5773,3.91,1.87
candidate,2460069.672,1.5570251,1.431,4220,12.909,705.625,5590,4.08,1.5
candidate,2459384.919,8.6187455,1.692,3430,10.5695,615.178,7400,3.92,2.37
candidate,2459384.958,3.4930546,2.985,7980,12.0148,502.336,5986,4.17,1.42
candidate,2459388.229,2.025289,2.257,18480,12.9876,394.443,5297.4,4.52,0.86
non-candidate,2459387.096,3.8780401,2.757,5030,12.3483,403.582,5617,4.31,1.15
candidate,2458681.294,3.8784358,2.677,9620,13.1045,560.726,5636,4.32,1.14
candidate,2459388.727,0.7614693,1.059,5980,13.3095,365.008,5813,4.33,1.23434
candidate,2459382.076,7.4832824,3.802,12910,11.8633,288.963,5306,4.35,1.06
non-candidate,2459141.055,2.4843369,1.154,4450,13.0261,939.136,5608,3.94,1.76
candidate,2459387.23,1.3828196,1.336,10030,13.0374,890.249,6362,4.22,1.45
non-candidate,2459383.59,4.8435717,2.561,6120,13.1052,521.922,5552,4.42,1.01
candidate,2458672.499,5.3890264,3.794,29490,12.5578,450.91,3930.3,4.33,1.23434
non-candidate,2459384.957,2.128423,2.872,11080,12.6827,8341.8,3689.6,4.33,1.23434
candidate,2458679.635,1.3677581,1.363,5840,12.4749,353.719,5355,4.33,1.37
candidate,2459386.217,5.2330803,4.617,6900,11.8748,565.094,6375,4.2,1.49
candidate,2459385.089,4.0668012,2.373,10210,13.4449,642.134,5789,4.47,0.98
candidate,2459385.043,2.9519989,3.518,8270,12.8739,974.737,6136,4.03,1.73
candidate,2459374.8,12.8777188,4.209,21210,13.3675,586.486,5281.8,4.33,1.23434
non-candidate,2458681.713,0.5438807,0.78,3390,13.5252,557.804,5259,4.41,0.98
candidate,2459062.447,0.77685,1.43,830,11.5273,222.852,5190,4.42,0.96
candidate,2459387.964,2.625748,3.529,4650,12.4472,956.388,6693,4.04,1.89
candidate,2458681.489,3.6525305,4.153,9770,10.6651,285.895,5930,4.14,1.47
candidate,2459387.911,1.0571733,1.235,2140,11.5624,809.845,6307,3.72,2.53
non-candidate,2459386.358,3.0223957,3.272,14800,12.7316,234.721,4653,4.56,0.75
candidate,2459386.64,2.8090597,3.24,6430,12.9566,803.35,5852,4.1,1.52
candidate,2459382.586,4.2732096,3.047,5870,12.8376,522.799,5332,4.33,1.23434
candidate,2459387.102,1.0664194,2.106,14350,13.1482,685.8,5897,4.33,1.18
candidate,2459382.157,4.1794516,3.921,4480,12.4256,891.92,6151,3.92,1.96
candidate,2459369.723,10.1923252,6.168,1730,12.1098,426.298,5767,4.23,1.28
candidate,2459386.788,5.0648278,4.321,9920,11.6723,441.315,6411,4.29,1.34
candidate,2459089.918,3.7852328,3.5398298,1338.879128,11.5166,352.269,6150,4.4,1.1289999
candidate,2459387.736,1.0815202,1.317,9050,12.4794,834.968,6260,4.02,1.78
candidate,2459383.76,2.0180196,1.967,15190,11.3208,217.193,5544,4.47,0.96
non-candidate,2459384.151,3.1785277,5.974,20330,12.7825,6634.95,3540.7,4.33,1.23434
candidate,2458674.781,3.9823479,4.463,32030,13.334,365.008,3986,4.33,1.23434
